@relation 'drg_DRG194_set-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2,4,7-weka.filters.unsupervised.attribute.Remove-R1'

@attribute providerRegionDescription {RIDCASantaCruz,RIDCTHartford,RIDFLMiami,RIDFLOcala,RIDALDothan,RIDALBirmingham,RIDALMontgomery,RIDALHuntsville,RIDALMobile,RIDGARome,RIDFLPensacola,RIDFLOrlando,RIDMSTupelo,RIDALTuscaloosa,RIDAKAnchorage,RIDAZPhoenix,RIDAZTucson,RIDAZMesa,RIDAZSunCity,RIDNMAlbuquerque,RIDNVLasVegas,RIDARSpringdale,RIDARLittleRock,RIDARFortSmith,RIDTNMemphis,RIDARJonesboro,RIDMOSpringfield,RIDARTexarkana,RIDCAAlamedaCounty,RIDCARedding,RIDCASanMateoCounty,RIDCASanFrancisco,RIDCANapa,RIDCASacramento,RIDCASanLuisObispo,RIDCALosAngeles,RIDCASanBernardino,RIDCASanDiego,RIDCAChico,RIDCABakersfield,RIDCASanJose,RIDCAFresno,RIDCAOrangeCounty,RIDCAVentura,RIDCAStockton,RIDCASantaRosa,RIDCASantaBarbara,RIDCASalinas,RIDCAModesto,RIDCAContraCostaCounty,RIDCAPalmSprings/RanchoM,RIDORMedford,RIDCOGreeley,RIDCOBoulder,RIDCODenver,RIDCOGrandJunction,RIDCOColoradoSprings,RIDCOFortCollins,RIDCOPueblo,RIDCTNewHaven,RIDCTBridgeport,RIDDEWilmington,RIDMDSalisbury,RIDDCWashington,RIDFLJacksonville,RIDFLFortLauderdale,RIDFLFortMyers,RIDFLOrmondBeach,RIDFLPanamaCity,RIDFLSt.Petersburg,RIDFLBradenton,RIDFLClearwater,RIDFLTampa,RIDFLHudson,RIDFLSarasota,RIDFLGainesville,RIDFLTallahassee,RIDFLLakeland,RIDGAAtlanta,RIDGAMacon,RIDTNChattanooga,RIDGAAlbany,RIDGASavannah,RIDGAAugusta,RIDGAColumbus,RIDHIHonolulu,RIDIDBoise,RIDWASpokane,RIDIDIdahoFalls,RIDUTSaltLakeCity,RIDILPeoria,RIDMOSt.Louis,RIDILJoliet,RIDILMelrosePark,RIDILEvanston,RIDILRockford,RIDILSpringfield,RIDILChicago,RIDILAurora,RIDILElgin,RIDILBlueIsland,RIDWIMilwaukee,RIDILUrbana,RIDILHinsdale,RIDILBloomington,RIDINEvansville,RIDKYPaducah,RIDIADavenport,RIDINIndianapolis,RIDINGary,RIDINLafayette,RIDINMunster,RIDINSouthBend,RIDKYLouisville,RIDINFortWayne,RIDINTerreHaute,RIDOHCincinnati,RIDINMuncie,RIDIADesMoines,RIDIAIowaCity,RIDNEOmaha,RIDIAWaterloo,RIDIACedarRapids,RIDIAMasonCity,RIDIADubuque,RIDSDSiouxFalls,RIDIASiouxCity,RIDKSTopeka,RIDMOJoplin,RIDMOKansasCity,RIDKSWichita,RIDOKTulsa,RIDTXAmarillo,RIDKYCovington,RIDKYLexington,RIDTNNashville,RIDWVHuntington,RIDTNKnoxville,RIDKYOwensboro,RIDLAMetairie,RIDLALafayette,RIDLAHouma,RIDLAShreveport,RIDLAMonroe,RIDLALakeCharles,RIDLABatonRouge,RIDLAAlexandria,RIDLANewOrleans,RIDLASlidell,RIDMEBangor,RIDMEPortland,RIDMDBaltimore,RIDMDTakomaPark,RIDWVMorgantown,RIDMAWorcester,RIDMABoston,RIDRIProvidence,RIDMASpringfield,RIDNYAlbany,RIDMIAnnArbor,RIDMIGrandRapids,RIDMIMuskegon,RIDMIKalamazoo,RIDMIRoyalOak,RIDMIDearborn,RIDMISt.Joseph,RIDMIDetroit,RIDMIPontiac,RIDMILansing,RIDMISaginaw,RIDMIMarquette,RIDWIGreenBay,RIDMITraverseCity,RIDOHToledo,RIDMIPetoskey,RIDMIFlint,RIDMNMinneapolis,RIDMNDuluth,RIDMNRochester,RIDMNSt.Cloud,RIDMNSt.Paul,RIDWILaCrosse,RIDNDFargo/MoorheadMN,RIDNHLebanon,RIDMSJackson,RIDMSGulfport,RIDMSOxford,RIDMSMeridian,RIDMSHattiesburg,RIDMOColumbia,RIDMOCapeGirardeau,RIDMTBillings,RIDMTGreatFalls,RIDMTMissoula,RIDNELincoln,RIDNVReno,RIDNHManchester,RIDNJHackensack,RIDNJNewark,RIDPAPhiladelphia,RIDNJNewBrunswick,RIDNJCamden,RIDNJRidgewood,RIDNJMorristown,RIDNJPaterson,RIDPAAllentown,RIDTXElPaso,RIDTXLubbock,RIDNYEastLongIsland,RIDNYBuffalo,RIDNYWhitePlains,RIDNYRochester,RIDNYBronx,RIDNYBinghamton,RIDNYManhattan,RIDNYElmira,RIDVTBurlington,RIDNYSyracuse,RIDPAErie,RIDPASayre,RIDNCCharlotte,RIDNCAsheville,RIDNCWinstonSalem,RIDNCDurham,RIDNCRaleigh,RIDNCGreenville,RIDNCHickory,RIDTNJohnsonCity,RIDNCGreensboro,RIDNCWilmington,RIDOREugene,RIDVANorfolk,RIDNDBismarck,RIDNDMinot,RIDNDGrandForks,RIDOHColumbus,RIDOHDayton,RIDOHCanton,RIDOHAkron,RIDOHCleveland,RIDOHKettering,RIDOHYoungstown,RIDPAPittsburgh,RIDOHElyria,RIDOKOklahomaCity,RIDTXDallas,RIDOKLawton,RIDORPortland,RIDORBend,RIDORSalem,RIDPAScranton,RIDPADanville,RIDPAHarrisburg,RIDPAReading,RIDPAJohnstown,RIDPAYork,RIDPAAltoona,RIDPALancaster,RIDPAWilkesBarre,RIDSCCharleston,RIDSCFlorence,RIDSCSpartanburg,RIDSCGreenville,RIDSCColumbia,RIDSDRapidCity,RIDTNJackson,RIDTNKingsport,RIDTXBeaumont,RIDTXSanAntonio,RIDTXWichitaFalls,RIDTXBryan,RIDTXHouston,RIDTXVictoria,RIDTXHarlingen,RIDTXLongview,RIDTXFortWorth,RIDTXWaco,RIDTXCorpusChristi,RIDTXTemple,RIDTXAbilene,RIDTXAustin,RIDTXTyler,RIDTXMcAllen,RIDTXOdessa,RIDTXSanAngelo,RIDUTProvo,RIDUTOgden,RIDVACharlottesville,RIDVAWinchester,RIDWIMarshfield,RIDVARichmond,RIDVALynchburg,RIDVAArlington,RIDVARoanoke,RIDVANewportNews,RIDWASeattle,RIDWAEverett,RIDWAYakima,RIDWAOlympia,RIDWATacoma,RIDWVCharleston,RIDWIAppleton,RIDWIWausau,RIDWIMadison,RIDWINeenah,RIDWYCasper}
@attribute averageCoveredPayments {'\'(-inf-16988.408]\'','\'(16988.408-28884.216]\'','\'(28884.216-40780.024]\'','\'(40780.024-52675.832]\'','\'(52675.832-64571.64]\'','\'(64571.64-76467.448]\'','\'(76467.448-88363.256]\'','\'(88363.256-100259.064]\'','\'(100259.064-112154.872]\'','\'(112154.872-inf)\''}
@attribute averageTotalPayments {'\'(-inf-6573.001]\'','\'(6573.001-8426.802]\'','\'(8426.802-10280.603]\'','\'(10280.603-12134.404]\'','\'(12134.404-13988.205]\'','\'(13988.205-15842.006]\'','\'(15842.006-17695.807]\'','\'(17695.807-19549.608]\'','\'(19549.608-21403.409]\'','\'(21403.409-inf)\''}

@data
RIDTNJackson,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTNJackson,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNMemphis,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTNJohnsonCity,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNChattanooga,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNJackson,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNMemphis,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXElPaso,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXBeaumont,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXWichitaFalls,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXBryan,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(15842.006-17695.807]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXVictoria,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXElPaso,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDTXHarlingen,'\'(64571.64-76467.448]\'','\'(6573.001-8426.802]\''
RIDTXSanAntonio,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDLAShreveport,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHarlingen,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXBeaumont,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDTXLongview,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDTXLubbock,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDTXWaco,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXCorpusChristi,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDTXWaco,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXTemple,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXAbilene,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXAustin,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXLubbock,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXCorpusChristi,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXTyler,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXAmarillo,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXWaco,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXTyler,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXElPaso,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXSanAntonio,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXMcAllen,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXBeaumont,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHarlingen,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXSanAntonio,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXOdessa,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXOdessa,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXAustin,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXLubbock,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDTXVictoria,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXTemple,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXLubbock,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXCorpusChristi,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXMcAllen,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXWaco,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXTyler,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDARTexarkana,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXAmarillo,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDLAShreveport,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXAustin,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXAmarillo,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDTXAbilene,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXAmarillo,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXAbilene,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXAustin,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDTXDallas,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(64571.64-76467.448]\'','\'(6573.001-8426.802]\''
RIDTXBryan,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXAbilene,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXSanAngelo,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXBeaumont,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXWaco,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXFortWorth,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXAmarillo,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDTXLubbock,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXWaco,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXAbilene,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXAustin,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXBeaumont,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXWichitaFalls,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXAbilene,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXBeaumont,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXLubbock,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXAbilene,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXSanAngelo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXBeaumont,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXWichitaFalls,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXWichitaFalls,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXAbilene,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXVictoria,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXCorpusChristi,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDARTexarkana,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXSanAntonio,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXFortWorth,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(52675.832-64571.64]\'','\'(8426.802-10280.603]\''
RIDTXDallas,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXLubbock,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXMcAllen,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXWaco,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXOdessa,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXHarlingen,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXElPaso,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXFortWorth,'\'(40780.024-52675.832]\'','\'(8426.802-10280.603]\''
RIDTXFortWorth,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXFortWorth,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXLubbock,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXSanAntonio,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXLongview,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXMcAllen,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXAustin,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(52675.832-64571.64]\'','\'(6573.001-8426.802]\''
RIDTXAustin,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXWaco,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXLubbock,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDTXFortWorth,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXCorpusChristi,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDARTexarkana,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXAustin,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXWichitaFalls,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXCorpusChristi,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXHarlingen,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXHouston,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXAustin,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXMcAllen,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDTXLubbock,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXElPaso,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDTXTyler,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDTXDallas,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDUTProvo,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDUTSaltLakeCity,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDUTOgden,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDUTOgden,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDUTSaltLakeCity,'\'(16988.408-28884.216]\'','\'(10280.603-12134.404]\''
